t,ls,alt,vel,ax,ay,az,hax,hay,haz
43442,20,0.36,-0.05,0.21,0.24,9.76,-0.96,-1.92,10.09
43646,20,0.25,-0.20,0.40,0.32,9.72,-0.48,-1.44,7.69
43759,20,0.19,-0.26,0.48,0.32,9.68,-0.48,-1.92,9.61
43861,20,0.11,-0.35,-0.02,0.40,9.76,0.96,-2.88,9.13
43963,20,0.15,-0.26,0.21,0.21,9.68,0.00,-2.40,7.21
44065,20,0.16,-0.21,0.29,0.09,9.68,0.00,-1.92,8.65
44168,20,0.16,-0.20,0.71,0.24,9.76,-0.48,-1.44,9.13
44270,20,0.19,-0.14,-0.06,0.40,9.76,0.48,-1.44,8.65
44372,20,0.26,-0.02,1.09,0.36,9.68,-1.92,-1.92,7.69
44474,20,0.26,-0.01,0.25,-0.10,9.68,-0.48,-1.44,9.13
44576,20,0.25,-0.02,0.78,0.28,9.64,0.00,-1.44,9.13
44780,20,0.28,0.03,0.09,0.47,9.76,0.00,-1.92,10.57
44882,20,0.32,0.09,0.02,0.40,9.80,-0.48,-1.92,10.09
44984,20,0.30,0.06,0.25,-0.02,9.80,-0.48,-1.92,8.17
45086,20,0.31,0.06,0.63,0.32,9.68,0.48,-1.92,10.09
45188,20,0.32,0.08,-0.14,0.40,9.80,0.96,-1.92,9.13
45290,20,0.35,0.11,0.44,0.05,9.72,0.96,-2.40,10.57
45392,20,0.35,0.10,0.17,0.17,9.76,0.48,-2.40,7.69
45494,20,0.38,0.13,0.02,0.09,9.80,0.00,-2.40,10.09
45700,20,0.32,0.02,0.55,0.32,9.72,0.00,-1.92,7.69
45807,20,0.29,-0.02,0.05,0.40,9.72,0.48,-0.96,10.09
45908,20,0.24,-0.09,0.44,0.36,9.76,0.00,-2.40,8.65
46010,20,0.27,-0.04,0.36,0.13,9.76,-0.48,-1.44,8.17
46112,20,0.28,-0.02,0.05,0.28,9.68,0.48,-2.40,9.13
46214,20,0.31,0.03,0.52,0.32,9.64,0.00,-1.44,7.69
46317,20,0.32,0.04,0.17,0.28,9.72,-0.48,-0.96,9.13
46419,20,0.31,0.02,0.05,0.02,9.76,0.48,-0.96,8.65
46521,20,0.29,-0.01,0.02,0.24,9.72,-0.48,-1.92,9.13
46725,20,0.22,-0.10,0.25,0.28,9.76,-1.44,-1.92,9.13
46827,20,0.21,-0.11,0.21,0.32,9.72,-1.44,-1.92,12.49
46929,20,0.25,-0.04,0.36,0.17,9.72,0.48,-2.88,9.61
47031,20,0.20,-0.11,0.25,0.32,9.64,-1.44,-2.88,12.97
47133,20,0.20,-0.09,0.21,0.43,9.80,0.48,-1.92,6.25
47237,20,0.26,0.01,0.02,0.36,9.72,-2.88,-3.36,10.57
47339,20,0.31,0.08,0.59,0.40,9.80,0.96,1.44,11.53
47441,20,0.32,0.08,0.13,0.21,9.76,-1.92,-6.25,-5.77
47543,20,0.34,0.10,0.40,0.17,9.80,0.00,-0.96,8.65
47747,20,0.37,0.13,0.48,0.32,9.72,0.48,-2.88,9.61
47859,20,0.39,0.15,0.21,0.36,9.72,0.00,-1.44,7.21
47960,20,0.43,0.19,0.32,0.13,9.72,-0.96,-1.44,9.13
48062,20,0.44,0.18,0.44,0.28,9.72,-0.48,-0.96,8.17
48164,20,0.44,0.16,0.05,0.40,9.80,-0.48,-1.44,10.57
48266,20,0.47,0.19,0.36,0.13,9.68,-0.96,-1.44,9.61
48368,20,0.47,0.16,0.48,0.51,9.68,0.96,-0.96,9.61
48470,20,0.42,0.07,0.09,0.43,9.68,-1.44,-2.40,9.61
48572,20,0.38,0.01,0.67,0.40,9.68,-0.48,-2.40,9.13
48776,20,0.43,0.07,-0.10,0.21,9.84,-0.96,-1.44,9.61
48878,20,0.48,0.13,0.86,0.51,9.68,0.48,-1.44,10.57
48980,20,0.47,0.11,0.78,0.24,9.68,-0.48,-1.92,8.65
49083,20,0.50,0.14,0.40,0.13,9.72,0.00,-3.36,9.61
49185,20,0.49,0.10,0.32,0.28,9.72,-0.48,-1.44,9.61
49287,20,0.43,-0.01,0.44,0.32,9.76,0.00,-1.44,8.65
49389,20,0.40,-0.05,0.13,0.40,9.76,-0.48,-0.48,10.57
49492,20,0.43,-0.01,0.40,0.24,9.72,0.00,-3.36,6.73
49594,20,0.44,-0.01,0.52,0.28,9.68,1.44,-2.88,11.05
49800,20,0.40,-0.06,0.29,0.32,9.76,0.96,-1.92,9.61
49910,20,0.40,-0.05,0.44,0.24,9.68,0.00,-3.36,10.09
50011,20,0.45,0.02,0.25,0.28,9.76,1.44,-2.40,11.05
50113,20,0.43,-0.01,0.29,0.32,9.72,-1.44,-3.36,9.13
50215,20,0.46,0.03,0.17,0.32,9.72,0.48,-2.88,9.13
50317,20,0.51,0.10,-0.02,0.32,9.76,0.96,-1.92,9.13
50419,20,0.49,0.06,0.52,0.32,9.68,0.00,-1.92,9.61
50521,20,0.44,-0.03,-0.64,0.40,9.87,-0.48,-3.84,9.61
50623,20,0.37,-0.12,1.43,0.21,9.64,0.48,-1.92,11.05
50828,20,0.17,-0.39,0.36,0.36,9.72,-1.44,-1.44,8.17
50930,20,0.16,-0.36,-0.10,-0.10,9.80,0.48,-2.40,7.69
51032,20,0.24,-0.21,0.09,0.32,9.76,-1.44,-1.92,9.61
51134,20,0.30,-0.10,0.05,0.02,9.72,-0.48,-1.44,9.61
51236,20,0.32,-0.06,-0.10,0.28,9.84,-0.96,-1.92,8.65
51338,20,0.22,-0.19,0.71,0.17,9.64,0.00,-0.96,9.61
51440,20,0.18,-0.22,0.71,0.13,9.64,0.00,-1.92,9.61
51542,20,0.22,-0.15,-0.02,0.59,9.76,-0.96,-2.88,8.17
51644,20,0.26,-0.07,0.71,0.40,9.68,-0.96,-0.96,8.65
51848,20,0.36,0.10,0.17,0.28,9.76,-0.96,-0.96,8.17
51950,20,0.45,0.22,0.13,0.32,9.76,1.44,-4.81,8.65
52052,20,0.37,0.08,0.36,0.47,9.76,0.48,-2.40,8.17
52154,20,0.32,0.02,0.25,0.32,9.72,0.48,-0.96,8.65
52256,20,0.35,0.05,0.25,0.28,9.72,0.48,-1.92,8.65
52358,20,0.36,0.06,0.40,0.40,9.72,0.48,-0.96,7.69
52460,20,0.41,0.12,0.21,0.13,9.76,0.00,-1.92,8.17
52562,20,0.37,0.07,0.21,0.40,9.76,0.00,-0.96,8.65
52768,20,0.32,-0.01,0.21,0.43,9.72,-0.96,0.00,10.09
52876,20,0.32,-0.01,0.05,0.36,9.72,0.00,-1.92,10.09
52977,20,0.29,-0.05,0.36,0.28,9.68,-0.48,-1.92,10.09
53079,20,0.30,-0.03,0.29,0.24,9.68,1.44,-0.96,7.69
53181,20,0.32,0.00,-0.02,0.24,9.76,-0.48,-0.96,10.09
53283,20,0.34,0.02,0.32,0.32,9.68,0.00,-2.40,8.65
53385,20,0.30,-0.03,0.02,0.43,9.72,-0.48,-1.92,9.61
53487,20,0.28,-0.06,0.02,0.40,9.72,-0.96,-1.92,8.17
53590,20,0.28,-0.04,0.55,0.09,9.68,-0.96,-2.88,9.13
53796,20,0.28,-0.03,0.21,0.43,9.76,-0.48,-2.40,10.09
53901,20,0.30,0.00,-0.02,0.36,9.68,-1.44,-2.88,9.61
54002,20,0.33,0.04,0.17,0.51,9.72,-0.96,-0.96,8.17
54104,20,0.42,0.17,0.13,0.02,9.72,0.48,-2.40,9.61
54206,20,0.45,0.21,0.74,0.17,9.68,0.00,-1.44,8.17
54309,20,0.48,0.23,0.29,0.40,9.72,-0.48,-2.40,8.17
54411,20,0.49,0.21,0.36,0.21,9.72,0.48,-1.92,10.09
54513,20,0.44,0.11,0.67,0.24,9.72,1.44,-3.36,6.73
54615,20,0.37,0.00,0.59,0.21,9.68,0.00,-2.40,10.57
54820,20,0.24,-0.18,0.52,0.13,9.72,0.96,-1.44,7.21
54931,20,0.27,-0.11,-0.06,0.28,9.76,-0.96,-0.96,10.57
55032,20,0.25,-0.13,0.17,0.32,9.72,-0.48,-3.84,9.61
55134,20,0.27,-0.09,0.02,0.55,9.76,-0.96,-0.48,9.13
55236,20,0.28,-0.07,0.13,-0.14,9.80,0.00,-2.40,10.09
55337,20,0.22,-0.15,0.48,0.24,9.72,1.92,-1.44,8.17
55439,20,0.21,-0.16,0.32,0.32,9.76,0.48,-2.40,8.17
55541,20,0.24,-0.09,0.29,0.43,9.72,0.00,-2.88,7.21
55643,20,0.22,-0.11,0.29,0.36,9.64,-1.44,-2.88,12.01
55847,20,0.22,-0.08,-0.02,0.43,9.84,-2.40,-1.44,7.69
55949,20,0.28,0.02,0.25,0.36,9.61,-2.88,-2.88,12.01
56052,20,0.29,0.04,0.44,0.21,9.80,0.96,-3.84,11.05
56154,20,0.30,0.05,0.17,0.36,9.76,-0.48,-7.21,-7.69
56256,20,0.32,0.07,0.05,0.43,9.72,1.92,-0.96,27.87
56358,20,0.33,0.08,0.29,0.21,9.72,0.48,-0.96,8.65
56460,20,0.31,0.05,0.21,0.40,9.76,0.00,-1.92,9.61
56562,20,0.28,0.00,0.59,0.40,9.68,-0.96,-1.92,9.13
56664,20,0.29,0.01,0.48,0.32,9.76,-0.48,-2.88,9.13
56868,20,0.34,0.08,0.71,0.13,9.72,0.48,-1.92,8.17
56970,20,0.34,0.07,0.21,0.24,9.72,-0.48,-1.44,9.61
57072,20,0.34,0.07,0.25,0.28,9.68,0.96,-3.36,10.57
57174,20,0.36,0.09,0.05,0.36,9.76,-0.48,-1.44,9.13
57276,20,0.39,0.12,0.13,0.13,9.72,0.48,-1.44,8.17
57378,20,0.40,0.13,0.25,0.17,9.76,0.96,-1.92,9.61
57480,20,0.41,0.13,0.05,0.40,9.68,-0.48,-1.44,9.61
57582,20,0.40,0.10,0.48,0.36,9.68,0.00,-1.92,8.17
57786,20,0.46,0.15,-0.18,0.36,9.76,-0.96,-2.88,11.05
57894,20,0.48,0.16,0.59,0.13,9.76,0.00,-1.44,11.05
57995,20,0.45,0.10,-0.18,0.51,9.72,0.48,-2.40,7.69
58097,20,0.50,0.16,-0.06,0.17,9.76,0.00,-2.40,9.13
58199,20,0.51,0.16,0.25,0.32,9.68,-0.96,-2.40,8.17
58301,20,0.52,0.16,0.36,0.28,9.68,-1.44,-1.92,10.57
58403,20,0.56,0.19,0.29,0.21,9.72,1.44,-2.88,8.17
58505,20,0.55,0.15,0.25,0.28,9.72,0.00,-1.44,9.61
58607,20,0.44,-0.03,0.21,0.24,9.72,-1.44,-1.92,9.13
58811,20,0.36,-0.13,0.21,0.24,9.72,-0.96,-2.40,9.61
58913,20,0.36,-0.13,0.32,0.32,9.72,0.00,-0.96,10.57
59016,20,0.38,-0.08,0.25,0.43,9.72,0.96,-0.96,9.61
59118,20,0.42,-0.02,0.32,0.32,9.72,0.48,-3.36,5.77
59220,20,0.39,-0.06,0.25,0.21,9.72,-0.48,-2.40,8.65
59322,20,0.38,-0.06,0.29,0.28,9.72,-0.48,-0.48,11.05
59424,20,0.38,-0.06,0.25,0.24,9.72,0.96,-1.92,8.65
59526,20,0.36,-0.08,0.36,0.28,9.72,0.96,-2.40,7.69
59628,20,0.37,-0.07,0.36,0.21,9.72,0.00,-1.92,8.17
59833,20,0.36,-0.07,0.52,0.17,9.72,0.00,-2.88,9.61
59934,20,0.40,-0.01,-0.10,0.43,9.76,0.00,-0.96,9.61
60036,20,0.40,0.00,0.25,0.24,9.72,0.96,-2.40,10.09
60138,20,0.44,0.05,0.36,0.17,9.68,-0.48,-1.44,9.13
60240,20,0.41,0.01,0.05,0.32,9.72,0.96,-2.40,9.13
60342,20,0.37,-0.06,-0.02,0.36,9.72,0.48,-2.40,8.65
60444,20,0.36,-0.06,0.40,0.17,9.72,-1.44,0.00,9.13
60546,20,0.35,-0.07,0.13,-0.06,9.76,-0.48,-2.40,9.13
60750,20,0.34,-0.07,0.93,0.66,9.60,0.00,-1.44,8.17
60859,20,0.33,-0.07,0.29,0.66,9.72,-0.48,-1.92,10.09
60960,20,0.33,-0.07,-0.29,0.02,9.80,-0.96,-1.92,10.09
61062,20,0.29,-0.12,0.40,0.02,9.72,-0.48,-1.44,9.61
61164,20,0.32,-0.06,-0.14,0.51,9.76,0.48,-1.44,8.17
61266,20,0.33,-0.04,-0.18,0.32,9.80,0.00,-2.40,9.61
61368,20,0.36,0.01,0.67,0.51,9.68,-0.48,-1.44,5.77
61470,20,0.36,0.01,0.59,0.32,9.64,-0.96,-1.44,8.65
61572,20,0.36,0.00,0.09,0.36,9.76,-0.96,-2.40,10.09
61776,20,0.34,-0.01,0.21,0.28,9.72,0.96,-2.40,9.13
61883,20,0.34,0.00,0.44,0.13,9.76,-0.96,-1.92,9.13
61984,20,0.34,-0.01,0.21,0.40,9.72,-0.48,-1.92,9.13
62087,20,0.36,0.02,0.29,0.17,9.72,-0.48,-2.88,8.17
62189,20,0.35,0.00,0.32,0.24,9.72,-0.96,-2.40,8.17
62291,20,0.34,-0.01,0.21,0.40,9.68,0.96,-1.44,9.61
62393,20,0.34,-0.02,0.32,0.36,9.68,0.48,-0.96,7.69
62495,20,0.35,0.01,0.29,0.28,9.72,0.00,-1.92,8.65
62597,20,0.38,0.04,0.21,0.32,9.76,-0.96,-1.92,9.13
62803,20,0.38,0.04,0.17,0.24,9.72,-0.48,-1.92,7.21
62914,20,0.38,0.03,0.09,0.28,9.72,1.44,-0.96,9.61
63015,20,0.38,0.03,0.21,0.28,9.76,0.48,-1.44,9.61
63116,20,0.39,0.04,0.25,0.40,9.72,0.96,-0.96,9.13
63218,20,0.41,0.07,0.21,0.21,9.76,0.00,-1.92,9.61
63320,20,0.40,0.04,0.32,0.21,9.72,0.48,-2.88,7.69
63422,20,0.39,0.03,0.17,0.32,9.72,0.48,-2.88,7.21
63524,20,0.42,0.07,0.25,0.32,9.72,-0.96,-1.92,10.09
63626,20,0.41,0.05,0.29,0.17,9.72,-0.48,-1.44,9.13
63830,20,0.43,0.07,0.21,0.17,9.76,-0.48,-2.40,8.17
63931,20,0.43,0.05,0.17,0.40,9.76,-0.48,-1.92,10.57
64033,20,0.45,0.08,0.21,0.36,9.72,1.44,-3.36,7.69
64135,20,0.42,0.03,0.25,0.40,9.72,0.48,0.96,11.05
64238,20,0.42,0.03,0.25,0.24,9.72,0.96,-2.88,9.61
64340,20,0.40,-0.01,0.29,0.32,9.72,-3.36,-4.32,11.05
64442,20,0.40,-0.01,0.44,0.36,9.57,0.48,-2.40,9.61
64544,20,0.40,-0.01,0.29,0.32,9.84,-0.48,-1.92,10.57
64646,20,0.38,-0.03,0.21,0.43,9.61,-0.96,-2.40,5.29
64850,20,0.43,0.04,0.36,0.21,9.76,-0.96,-0.48,1.92
64952,20,0.49,0.11,0.29,0.28,9.80,-1.92,-4.32,-10.09
65054,20,0.47,0.08,0.25,0.36,9.72,0.96,-4.32,12.01
65156,20,0.47,0.07,0.36,0.24,9.72,0.48,-1.44,9.13
65258,20,0.46,0.04,0.17,0.28,9.72,0.48,-1.44,9.61
65360,20,0.43,0.00,0.21,0.28,9.72,0.96,-1.92,9.13
65462,20,0.46,0.03,0.29,0.24,9.72,-0.48,-2.40,8.17
65564,20,0.45,0.01,0.29,0.28,9.72,0.48,-1.92,9.61
65768,20,0.48,0.05,0.25,0.32,9.72,0.48,-1.44,9.13
65877,20,0.47,0.03,0.21,0.32,9.76,0.00,-1.92,9.61
65978,20,0.49,0.05,0.36,0.32,9.72,0.00,-2.40,10.09
66080,20,0.46,0.00,0.32,0.24,9.72,0.48,-2.40,9.61
66182,20,0.47,0.02,0.25,0.32,9.72,-0.48,-1.44,10.57
66284,20,0.48,0.03,0.21,0.32,9.76,-0.48,-2.88,11.05
66386,20,0.49,0.05,0.21,0.28,9.72,0.96,-2.40,9.13
66488,20,0.51,0.06,0.17,0.28,9.72,0.00,-2.40,9.61
66590,20,0.50,0.05,0.13,0.32,9.72,-0.96,-1.44,8.65
66796,20,0.51,0.05,0.32,0.32,9.72,-0.96,-1.92,9.13
66902,20,0.52,0.05,0.29,0.21,9.72,0.48,-2.40,10.09
67003,20,0.52,0.05,0.09,0.21,9.72,0.96,-0.96,8.65
67106,20,0.51,0.02,0.36,0.21,9.72,0.96,-1.44,9.61
67208,20,0.49,0.00,0.32,0.21,9.72,0.00,-1.44,8.65
67310,20,0.49,0.00,0.21,0.21,9.72,1.44,-1.92,8.17
67412,20,0.54,0.07,0.17,0.24,9.76,-0.48,-2.40,10.57
67514,20,0.56,0.09,0.55,0.28,9.68,0.00,-2.40,10.09
67616,20,0.55,0.08,0.17,0.24,9.72,0.00,-2.88,9.13
67820,20,0.56,0.07,0.36,0.28,9.76,0.00,-1.92,8.65
67921,20,0.55,0.05,0.36,0.28,9.72,-0.48,-1.92,9.61
68023,20,0.53,0.02,0.21,0.24,9.72,0.00,-0.96,10.57
68124,20,0.51,-0.02,0.36,0.28,9.72,0.48,-1.44,9.13
68226,20,0.52,-0.01,0.25,0.40,9.76,0.00,-1.44,10.57
68328,20,0.53,0.00,0.21,0.36,9.72,-1.44,-3.36,7.69
68430,20,0.51,-0.03,0.36,0.32,9.72,-0.48,-0.96,9.61
68532,20,0.53,0.00,0.13,0.36,9.68,-1.44,-2.40,9.61
68736,20,0.51,-0.03,0.32,0.32,9.76,-0.96,-2.40,8.17
68843,20,0.55,0.03,0.29,0.32,9.72,0.48,-1.92,7.69
68944,20,0.55,0.03,0.25,0.40,9.72,0.96,-2.88,9.13
69046,20,0.52,-0.01,0.17,-0.06,9.76,0.48,-0.48,9.13
69148,20,0.52,-0.01,0.13,0.40,9.68,0.00,-0.48,8.65
69250,20,0.55,0.03,0.52,0.09,9.76,0.48,-1.92,9.61
69353,20,0.59,0.08,0.67,0.24,9.72,0.00,-2.40,10.09
69455,20,0.62,0.12,0.52,0.13,9.76,1.44,-3.84,11.05
69557,20,0.56,0.02,0.44,0.40,9.72,0.00,-1.92,8.65
69763,20,0.60,0.08,0.48,0.32,9.68,0.96,-1.44,9.13
69867,20,0.61,0.07,0.25,0.24,9.72,-0.96,-2.40,7.69
69968,20,0.65,0.13,0.40,0.21,9.68,-0.96,-1.44,10.09
70071,20,0.70,0.19,0.29,0.32,9.72,1.44,-1.92,10.57
70173,20,0.72,0.19,0.09,0.28,9.80,1.44,-3.36,9.13
70275,20,0.72,0.17,0.55,0.17,9.68,0.96,-2.88,10.09
70377,20,0.71,0.13,0.05,0.43,9.72,-0.48,-3.84,8.65
70481,20,0.70,0.11,0.86,0.43,9.68,0.96,-2.40,8.17
70583,20,0.72,0.12,0.32,0.32,9.72,0.48,-1.92,8.17
70787,20,0.69,0.05,0.40,0.28,9.72,0.00,-0.48,8.65
70897,20,0.68,0.03,0.32,0.43,9.72,0.48,-0.48,8.65
70998,20,0.68,0.01,0.32,0.43,9.76,0.48,-1.92,10.09
71100,20,0.66,-0.01,0.32,0.21,9.72,0.00,-1.44,9.13
71202,20,0.61,-0.09,0.21,0.24,9.72,0.48,-0.96,8.65
71304,20,0.58,-0.12,0.36,0.36,9.72,0.96,-2.40,7.69
71407,20,0.58,-0.11,0.29,0.24,9.80,0.48,-1.44,9.13
71509,20,0.59,-0.10,0.17,0.28,9.76,-0.48,-1.92,9.61
71611,20,0.60,-0.08,0.13,0.36,9.72,-0.96,-1.44,7.69
71815,20,0.60,-0.06,0.36,0.40,9.72,0.00,-2.88,8.65
71917,20,0.58,-0.09,0.17,0.24,9.76,-0.48,-2.88,9.61
72019,20,0.58,-0.08,0.32,0.28,9.72,-0.96,-0.48,10.57
72122,20,0.60,-0.05,0.21,0.43,9.76,0.48,-0.48,9.13
72224,20,0.61,-0.03,0.40,0.32,9.68,0.00,-1.92,9.13
72326,20,0.61,-0.02,0.17,0.28,9.76,0.00,-1.44,9.61
72428,20,0.60,-0.03,0.21,0.32,9.72,-0.48,-2.40,8.65
72530,20,0.64,0.03,0.40,0.32,9.72,0.00,-1.92,9.61
72632,20,0.66,0.05,0.02,0.24,9.76,-0.96,-0.96,9.61
72838,20,0.66,0.05,0.55,0.36,9.64,0.00,-0.96,6.73
72950,20,0.64,0.03,0.52,0.32,9.68,-0.48,-0.96,10.57
73051,20,0.72,0.13,0.21,0.17,9.76,0.48,-0.96,6.73
73153,20,0.70,0.10,0.74,0.28,9.68,-0.48,-2.40,9.13
73255,20,0.73,0.12,-0.02,0.40,9.91,-2.88,-2.88,8.65
73357,20,0.71,0.09,0.32,0.32,9.84,0.48,-1.92,6.73
73459,20,0.68,0.03,0.29,0.43,9.84,0.96,-2.40,7.21
73561,20,0.70,0.05,0.36,0.36,9.84,-0.48,-0.48,21.14
73663,20,0.71,0.07,0.29,0.40,9.72,-0.96,-0.48,1.44
73867,20,0.74,0.10,0.52,0.40,9.68,-0.48,-3.36,8.65
73968,20,0.73,0.08,0.05,0.28,9.76,0.00,-2.40,8.17
74071,20,0.68,-0.02,0.29,0.21,9.76,0.00,-1.44,10.09
74173,20,0.64,-0.07,0.48,0.40,9.68,-0.48,-1.92,11.05
74275,20,0.66,-0.03,0.36,0.24,9.68,0.48,-2.40,9.13
74377,20,0.71,0.04,0.36,0.40,9.72,0.96,-1.92,8.17
74480,20,0.69,0.00,-0.10,0.40,9.76,0.48,-1.92,9.13
74582,20,0.68,-0.02,0.82,0.13,9.68,-0.96,0.00,9.13
74684,20,0.69,0.01,0.21,0.24,9.76,0.48,-1.92,8.65
74889,20,0.73,0.06,0.44,0.24,9.72,0.00,-2.88,9.61
74991,20,0.70,0.00,0.21,0.51,9.72,0.00,-1.44,9.61
75093,20,0.71,0.02,0.36,0.24,9.68,0.00,-0.48,7.69
75195,20,0.69,-0.01,0.32,0.28,9.72,0.48,-1.44,9.61
75297,20,0.69,-0.02,0.25,0.40,9.72,1.44,-2.40,9.61
75399,20,0.70,0.01,0.25,0.36,9.72,0.00,-1.92,10.57
75501,20,0.71,0.02,0.25,0.32,9.76,0.48,-2.40,9.61
75603,20,0.69,-0.01,0.25,0.32,9.72,0.48,-1.92,8.17
75808,20,0.68,-0.02,0.36,0.32,9.72,0.00,-0.96,10.09
75914,20,0.70,0.00,0.21,0.28,9.72,-0.96,-2.88,8.65
76015,20,0.69,0.00,0.32,0.28,9.76,1.44,-2.40,7.21
76117,20,0.71,0.03,0.36,0.28,9.72,-0.48,-1.44,10.09
76219,20,0.69,-0.01,0.32,0.32,9.72,-0.48,-1.44,10.09
76321,20,0.70,0.00,0.29,0.24,9.72,0.48,-0.96,10.57
76423,20,0.68,-0.02,0.17,0.36,9.76,0.00,-1.44,10.09
76525,20,0.68,-0.02,0.40,0.40,9.72,0.00,-1.44,8.65
76627,20,0.66,-0.05,0.21,0.36,9.72,-1.44,-1.92,9.13
76830,20,0.66,-0.04,0.48,0.21,9.72,-0.48,-3.36,9.13
76931,20,0.68,-0.01,0.36,0.40,9.72,-0.48,-1.92,8.17
77034,20,0.69,0.01,0.44,0.28,9.72,0.48,-2.40,10.09
77136,20,0.71,0.03,0.32,0.28,9.72,0.96,-0.48,10.09
77238,20,0.68,-0.01,0.36,0.32,9.68,-0.48,-1.92,10.57
77340,20,0.66,-0.04,0.29,0.36,9.72,-0.48,-2.88,8.65
77442,20,0.65,-0.04,0.36,0.28,9.72,0.00,-2.40,9.13
77544,20,0.68,0.00,0.29,0.36,9.72,-0.48,-2.40,9.13
77646,20,0.67,-0.01,0.40,0.36,9.72,-0.48,-2.40,9.13
77850,20,0.70,0.03,0.36,0.28,9.72,1.44,-0.96,7.21
77952,20,0.68,0.01,0.13,0.40,9.72,0.00,-1.44,8.65
78054,20,0.71,0.05,0.67,0.28,9.72,0.48,-2.40,10.09
78156,20,0.72,0.06,0.29,0.24,9.72,0.48,-1.44,8.17
78258,20,0.72,0.05,0.48,0.17,9.72,0.48,-1.44,10.09
78360,20,0.71,0.03,1.09,0.36,9.61,0.00,-1.44,10.09
78462,20,0.71,0.03,0.17,0.59,9.72,-0.48,-0.96,8.17
78564,20,0.72,0.04,0.29,-0.41,9.80,-0.96,-0.96,9.61
78772,20,0.74,0.06,0.21,0.13,9.76,-0.96,-2.88,7.69
78879,20,0.75,0.07,0.52,0.28,9.72,-0.48,-1.92,10.09
78980,20,0.72,0.02,-0.06,0.21,9.68,0.00,-1.92,10.09
79082,20,0.71,0.00,0.09,0.13,9.76,-0.48,-1.44,9.13
79184,20,0.72,0.01,0.59,0.32,9.64,0.00,-1.92,8.17
79286,20,0.69,-0.03,-0.14,0.17,9.76,0.48,-1.92,8.65
79388,20,0.73,0.02,0.55,0.24,9.68,0.00,-2.40,9.61
79490,20,0.73,0.03,0.63,0.40,9.64,0.00,-3.84,8.17
79592,20,0.76,0.07,0.44,0.09,9.76,0.48,-2.40,9.13
79796,20,0.77,0.06,0.78,0.21,9.68,1.44,-2.40,9.61
79897,20,0.80,0.09,0.13,0.32,9.76,1.44,-3.36,8.65
79999,20,0.80,0.08,0.52,0.40,9.72,0.00,-0.96,9.13
80101,20,0.81,0.08,-0.02,0.17,9.80,-0.96,-1.92,7.69
80204,20,0.80,0.06,-0.02,0.28,9.80,0.48,-1.44,7.69
80306,20,0.81,0.07,0.32,0.55,9.68,0.96,-1.44,7.69
80409,20,0.84,0.10,0.13,0.21,9.76,0.48,-2.88,10.57
80512,20,0.82,0.07,0.97,0.21,9.64,0.00,-4.32,11.05
80614,20,0.78,0.01,0.09,0.47,9.76,0.48,-2.88,10.09
80818,20,0.78,0.00,0.13,0.40,9.68,0.48,-1.44,10.09
80919,20,0.74,-0.07,-0.02,0.36,9.80,0.00,-1.92,8.17
81021,20,0.73,-0.08,0.17,0.05,9.76,0.48,-2.88,9.13
81123,20,0.73,-0.07,0.59,0.36,9.72,-0.96,-1.44,10.09
81225,20,0.73,-0.06,0.21,0.21,9.76,0.00,-3.84,10.09
81327,20,0.70,-0.11,0.36,0.32,9.68,0.96,-1.92,10.09
81429,20,0.73,-0.05,0.36,0.28,9.80,0.48,-0.96,10.09
81531,20,0.74,-0.03,0.25,0.17,9.76,-0.48,-2.40,8.65
81736,20,0.74,-0.03,0.40,0.40,9.64,-1.44,-3.36,9.13
81842,20,0.76,0.00,0.32,0.28,9.72,0.48,-3.36,6.73
81943,20,0.76,0.00,0.44,0.51,9.64,0.48,-1.44,8.17
82044,20,0.73,-0.05,0.40,0.43,9.80,2.40,-3.36,9.13
82146,20,0.75,-0.01,0.40,0.32,9.76,0.48,-2.40,10.57
82248,20,0.78,0.02,0.48,0.28,9.76,-0.96,-2.88,7.21
82351,20,0.77,0.01,0.05,0.43,9.84,-2.40,-0.96,-7.21
82453,20,0.80,0.05,0.55,0.43,9.72,-0.96,-5.29,-8.17
82555,20,0.79,0.03,0.36,0.24,9.68,0.00,-1.44,7.69
82759,20,0.75,-0.03,1.32,0.43,9.30,-0.48,0.48,8.65
82861,20,0.80,0.04,-0.45,0.13,9.87,0.96,-4.81,9.13
82964,20,0.79,0.02,0.21,0.32,9.72,-0.48,2.40,8.65
83066,20,0.81,0.05,-0.37,0.89,9.76,-0.48,-1.44,9.13
83168,20,0.80,0.04,-1.09,-0.56,9.87,0.48,-4.32,9.61
83270,20,0.80,0.03,1.62,0.24,9.60,0.48,-1.92,8.17
83372,20,0.82,0.05,1.13,0.70,9.68,0.00,-0.96,9.13
83474,20,0.83,0.05,-0.33,0.02,9.80,-0.48,-2.40,8.65
83576,20,0.83,0.05,0.09,0.24,9.72,-0.48,-1.44,8.65
83781,20,0.82,0.03,0.29,0.36,9.64,0.48,0.00,9.13
83882,20,0.83,0.04,-0.14,0.32,9.76,1.44,-2.88,9.13
83984,20,0.83,0.04,1.24,0.09,9.76,0.00,-1.92,9.61
84086,20,0.85,0.06,0.63,-0.14,9.72,0.48,-0.48,8.17
84188,20,0.84,0.04,0.25,1.01,9.72,0.00,-1.44,11.05
84290,20,0.85,0.05,-0.18,0.70,9.72,-0.48,-0.96,8.65
